"num_conta","cod_cliente","cod_agencia","cod_colaborador","tipo_conta","data_abertura","saldo_total","saldo_disponivel","data_ultimo_lancamento"
"59","59","7","20","PF","2017-03-10 12:19:00+00:00","796.55","764.36","2022-10-11 12:56:13+00:00"
"61","61","7","20","PF","2015-11-19 15:34:00+00:00","361.86","241.98","2022-12-29 23:30:58+00:00"
"74","74","7","20","PF","2016-07-26 10:37:00+00:00","125.97","47.88","2022-12-29 10:20:39+00:00"
"84","84","7","20","PF","2021-05-18 13:34:00+00:00","36568.16","33313.75","2022-12-28 18:00:21+00:00"
"92","92","7","20","PF","2017-02-03 15:31:00+00:00","4.74","96.52","2019-07-30 03:31:10+00:00"
"112","112","7","20","PF","2021-07-11 12:15:00+00:00","43416.76","42606.49","2022-12-30 00:00:00.403303+00:00"
"114","114","7","20","PF","2022-11-11 11:04:00+00:00","3760.2","17418.36","2022-12-30 00:00:00.855203+00:00"
"131","131","7","20","PF","2022-03-07 10:12:00+00:00","36.8","822.97","2022-12-29 23:59:59.668242+00:00"
"160","160","7","20","PF","2019-11-02 16:31:00+00:00","723.93","702.08","2022-12-30 00:00:00.272893+00:00"
"210","210","7","20","PF","2018-11-15 14:36:00+00:00","97.46","67.79","2022-12-29 19:24:01+00:00"
"220","220","7","20","PF","2017-08-17 11:51:00+00:00","400725.03","377919.46","2022-05-11 15:01:12+00:00"
"227","227","7","20","PF","2022-12-27 13:30:00+00:00","9071.87","8827.14","2022-12-30 00:00:00.577376+00:00"
"239","239","7","20","PF","2017-02-25 16:31:00+00:00","20825.14","21003.24","2022-09-25 01:03:58+00:00"
"241","241","7","20","PF","2021-02-26 12:19:00+00:00","7555.26","6136.91","2022-12-29 23:59:59.851594+00:00"
"265","265","7","20","PF","2019-06-05 11:17:00+00:00","36319.33","34565.51","2022-12-29 23:50:17+00:00"
"266","266","7","20","PF","2016-09-15 11:01:00+00:00","25309.07","23006.93","2021-10-10 12:19:52+00:00"
"270","270","7","20","PF","2019-09-05 16:38:00+00:00","22222.92","21620.27","2022-12-30 00:00:00.604683+00:00"
"285","285","7","20","PF","2017-08-06 13:36:00+00:00","13532.3","12467.51","2022-12-30 00:00:00.725196+00:00"
"295","295","7","20","PF","2017-07-13 13:27:00+00:00","11694.36","11614.69","2022-12-24 17:23:35+00:00"
"299","299","7","20","PF","2022-05-02 12:39:00+00:00","47.74","2.57","2022-12-30 00:00:00.280458+00:00"
"300","300","7","20","PF","2021-06-24 15:39:00+00:00","368.99","354.6","2022-12-29 23:59:59.045471+00:00"
"339","339","7","20","PF","2019-10-13 15:10:00+00:00","24710.69","22194.86","2022-12-29 23:59:59.253001+00:00"
"351","351","7","20","PF","2020-08-19 16:52:00+00:00","404.95","253.86","2022-12-29 23:59:59.487488+00:00"
"353","353","7","20","PF","2021-10-19 12:13:00+00:00","10744.8","10071.98","2022-12-29 23:59:59.642663+00:00"
"354","354","7","20","PF","2020-02-24 15:41:00+00:00","26258.02","24081.21","2022-12-29 23:59:59.550399+00:00"
"358","358","7","20","PF","2019-03-15 15:56:00+00:00","38618.04","36812.24","2022-12-30 00:00:00.672820+00:00"
"362","362","7","20","PF","2019-11-09 10:52:00+00:00","53389.32","51760.47","2022-12-30 00:00:00.027547+00:00"
"393","393","7","20","PF","2022-10-27 16:27:00+00:00","14967.48","13695.14","2022-12-30 00:00:00.953339+00:00"
"394","394","7","20","PF","2016-12-21 13:31:00+00:00","25574.68","25979.61","2022-09-04 14:21:39+00:00"
"399","399","7","20","PF","2018-09-23 16:32:00+00:00","30431.92","28423.39","2022-12-30 00:00:00.617979+00:00"
"402","402","7","20","PF","2021-07-15 12:44:00+00:00","57385.86","54610.49","2022-12-30 00:00:00.233882+00:00"
"424","424","7","20","PF","2022-02-10 12:31:00+00:00","96353.49","88192.7","2022-12-29 23:59:59.736308+00:00"
"434","434","7","20","PF","2021-08-02 15:38:00+00:00","324.06","945.62","2022-11-09 14:01:03+00:00"
"442","442","7","20","PF","2022-12-17 13:24:00+00:00","22957.82","20014.45","2023-01-15 15:57:23.427556+00:00"
"446","446","7","20","PF","2015-10-08 13:35:00+00:00","4383.79","3850.53","2022-03-14 22:14:51+00:00"
"492","492","7","20","PF","2016-06-17 11:48:00+00:00","262.46","239.8","2022-12-30 00:00:00.949544+00:00"
"499","499","7","20","PF","2022-11-07 11:37:00+00:00","135452.03","130201.51","2022-12-29 23:59:59.934531+00:00"
"531","531","7","20","PF","2020-04-17 13:12:00+00:00","922.64","579.95","2022-12-10 10:44:24+00:00"
"544","544","7","20","PF","2018-09-08 12:35:00+00:00","83742.51","82074.95","2022-07-01 14:59:44+00:00"
"553","553","7","20","PF","2017-10-25 12:12:00+00:00","27282.17","26909.57","2022-12-29 23:04:30+00:00"
"586","586","7","20","PF","2021-04-18 11:35:00+00:00","85580.49","84678.16","2022-12-29 23:59:59.717370+00:00"
"587","587","7","20","PF","2019-09-06 15:59:00+00:00","45734.28","21792.21","2022-12-29 23:59:59.766139+00:00"
"596","596","7","20","PF","2022-08-06 13:27:00+00:00","766.1","689.65","2022-12-29 23:59:59.965911+00:00"
"601","601","7","20","PF","2019-06-24 10:12:00+00:00","55381.31","50163.84","2022-12-29 23:59:58+00:00"
"626","626","7","20","PF","2022-07-25 10:12:00+00:00","27364.75","25670.85","2022-12-29 23:59:59.700666+00:00"
"634","634","7","20","PF","2021-07-02 13:31:00+00:00","48.63","21.57","2022-12-30 00:00:00.099734+00:00"
"662","662","7","20","PF","2022-12-15 12:50:00+00:00","25648.76","24995.14","2022-12-31 03:13:47.434674+00:00"
"678","678","7","20","PF","2016-06-06 12:17:00+00:00","9935.51","9839.71","2021-12-12 12:27:17+00:00"
"679","679","7","20","PF","2019-01-08 15:11:00+00:00","8394.09","8519.33","2022-06-30 10:11:49+00:00"
"704","704","7","20","PF","2021-10-11 14:10:00+00:00","16362.5","15714.77","2022-12-29 23:38:42+00:00"
"712","712","7","20","PF","2019-06-16 12:47:00+00:00","34828.1","45918.69","2022-12-29 23:56:56+00:00"
"718","718","7","20","PF","2018-03-09 14:52:00+00:00","44328.16","40732.59","2022-12-25 21:35:51+00:00"
"730","730","7","20","PF","2019-05-02 11:22:00+00:00","29.15","16.43","2022-12-29 23:57:11+00:00"
"773","773","7","20","PF","2018-02-27 16:20:00+00:00","4140.31","3896.88","2021-01-08 03:42:17+00:00"
"789","789","7","20","PF","2021-09-04 14:30:00+00:00","1840.62","932.73","2022-12-30 00:00:00.165285+00:00"
"829","829","7","20","PF","2020-04-16 10:33:00+00:00","256.76","106.62","2022-12-30 00:00:00.573423+00:00"
"842","842","7","20","PF","2020-10-02 10:21:00+00:00","1193.7","1109.88","2022-12-30 00:00:00.848782+00:00"
"868","868","7","20","PF","2022-12-02 13:06:00+00:00","443.11","407.87","2022-12-30 00:00:00.944789+00:00"
"887","887","7","20","PF","2021-02-27 11:43:00+00:00","17067.48","15458.46","2022-12-30 00:00:00.726093+00:00"
"900","900","7","20","PF","2021-08-06 12:29:00+00:00","375.72","71.92","2022-12-30 00:00:00.560008+00:00"
"952","952","7","20","PF","2019-12-04 12:14:00+00:00","1104.79","823.3","2022-12-21 04:27:09+00:00"
"977","977","7","20","PF","2018-12-15 13:03:00+00:00","1129.52","1012.65","2022-08-11 05:32:58+00:00"
"983","983","7","20","PF","2019-04-15 12:52:00+00:00","1415.92","1307.75","2022-12-30 00:00:00.902268+00:00"
"28","28","7","26","PF","2017-04-03 16:11:00+00:00","52654.36","50324.19","2019-11-24 06:23:48+00:00"
"65","65","7","26","PF","2018-08-26 12:33:00+00:00","255.26","208.15","2022-06-24 07:04:11+00:00"
"67","67","7","26","PF","2018-05-14 13:27:00+00:00","3343.62","3092.46","2022-08-25 23:00:41+00:00"
"78","78","7","26","PF","2019-12-27 12:52:00+00:00","5572.91","5007.53","2022-12-30 00:00:00.809693+00:00"
"81","81","7","26","PF","2021-04-03 13:18:00+00:00","4317.82","4035.66","2022-12-29 23:55:31+00:00"
"83","83","7","26","PF","2021-10-07 13:04:00+00:00","16.12","9550.96","2022-12-29 23:59:59.012110+00:00"
"86","86","7","26","PF","2016-03-05 13:55:00+00:00","140.7","180.2","2022-12-29 23:59:59.734403+00:00"
"113","113","7","26","PF","2020-01-07 14:29:00+00:00","647.69","30.71","2022-12-30 00:00:00.861205+00:00"
"118","118","7","26","PF","2022-04-14 12:33:00+00:00","265.88","244.56","2022-12-29 23:59:59.719978+00:00"
"144","144","7","26","PF","2022-04-06 14:46:00+00:00","347.14","885.1","2022-12-29 23:59:59.082654+00:00"
"183","183","7","26","PF","2019-12-19 14:01:00+00:00","1028.98","2655.28","2022-05-30 00:01:16+00:00"
"224","224","7","26","PF","2019-09-20 12:30:00+00:00","91.82","32.29","2022-12-25 08:00:32+00:00"
"245","245","7","26","PF","2018-06-15 11:38:00+00:00","27657.72","26339.26","2022-12-29 23:59:59+00:00"
"246","246","7","26","PF","2019-05-23 15:55:00+00:00","73563.28","74061.33","2022-12-29 23:59:59.627232+00:00"
"264","264","7","26","PF","2020-03-19 14:13:00+00:00","1065.24","946.8","2022-12-30 00:00:00.735424+00:00"
"274","274","7","26","PF","2018-08-16 12:55:00+00:00","105741.37","101639.81","2022-12-30 00:00:00.961613+00:00"
"276","276","7","26","PF","2021-02-03 11:25:00+00:00","10241.66","9370.81","2022-12-30 00:00:00+00:00"
"283","283","7","26","PF","2018-10-13 12:41:00+00:00","12870.35","12935.61","2020-02-17 20:36:45+00:00"
"301","301","7","26","PF","2015-10-20 13:23:00+00:00","23199.27","21653.35","2018-02-13 22:02:10+00:00"
"310","310","7","26","PF","2020-11-04 13:05:00+00:00","6616.23","6132.56","2022-12-29 23:59:59.317275+00:00"
"317","317","7","26","PF","2020-08-17 14:35:00+00:00","5980.91","5950.89","2022-12-30 00:00:00.052211+00:00"
"342","342","7","26","PF","2018-05-18 15:37:00+00:00","33695.25","33336.16","2022-12-27 21:36:43+00:00"
"360","360","7","26","PF","2021-08-15 11:39:00+00:00","22218.49","20525.77","2022-12-29 23:59:59.867839+00:00"
"385","385","7","26","PF","2018-08-06 12:05:00+00:00","12044.82","13802.43","2022-12-27 11:30:13+00:00"
"411","411","7","26","PF","2022-03-10 10:33:00+00:00","165559.71","158495.13","2022-12-29 23:59:59.944608+00:00"
"414","414","7","26","PF","2017-04-10 14:29:00+00:00","6141.77","5669.23","2020-11-10 03:12:37+00:00"
"417","417","7","26","PF","2022-10-17 13:56:00+00:00","11095.68","9982.92","2022-12-30 00:00:00.800093+00:00"
"421","421","7","26","PF","2020-04-24 10:07:00+00:00","466.62","439.1","2022-01-16 13:03:01+00:00"
"433","433","7","26","PF","2021-12-16 11:19:00+00:00","815.3","63.93","2022-12-30 00:00:00.875751+00:00"
"437","437","7","26","PF","2022-10-27 11:52:00+00:00","742.21","608.31","2022-12-29 23:59:59.690840+00:00"
"457","457","7","26","PF","2017-04-14 11:13:00+00:00","3056.27","2809.97","2022-10-24 06:20:14+00:00"
"464","464","7","26","PF","2021-04-20 10:09:00+00:00","11680.43","10722.87","2022-12-29 23:59:59.922199+00:00"
"477","477","7","26","PF","2022-08-20 14:19:00+00:00","1851.45","1311.39","2022-12-30 00:00:00.000358+00:00"
"491","491","7","26","PF","2020-09-03 14:33:00+00:00","34816.11","36237.31","2022-12-29 23:59:59.616802+00:00"
"498","498","7","26","PF","2015-08-25 14:46:00+00:00","5685.15","5739.17","2022-04-14 09:59:35+00:00"
"506","506","7","26","PF","2017-11-25 16:17:00+00:00","11257.52","11621.17","2022-12-28 21:37:30+00:00"
"521","521","7","26","PF","2022-09-13 13:05:00+00:00","248.55","146.28","2022-12-30 00:00:00.093542+00:00"
"527","527","7","26","PF","2015-08-10 12:14:00+00:00","151338.39","142774.92","2022-05-07 10:06:41+00:00"
"529","529","7","26","PF","2020-03-23 15:22:00+00:00","31630.65","29764.67","2022-12-30 00:00:00.420726+00:00"
"530","530","7","26","PF","2018-02-14 12:30:00+00:00","11555.85","11723.3","2020-10-08 18:48:41+00:00"
"550","550","7","26","PF","2017-06-25 15:12:00+00:00","102824.6","95089.16","2022-12-30 00:00:00.450168+00:00"
"552","552","7","26","PF","2018-06-17 14:15:00+00:00","31.29","769.68","2022-12-29 23:59:59.668211+00:00"
"573","573","7","26","PF","2021-05-11 15:05:00+00:00","830.56","498.36","2022-12-29 23:59:59.304535+00:00"
"579","579","7","26","PF","2018-10-03 16:00:00+00:00","7337.75","6816.73","2022-08-12 08:56:55+00:00"
"581","581","7","26","PF","2017-07-06 11:09:00+00:00","8627.61","7873.11","2020-12-16 07:28:46+00:00"
"588","588","7","26","PF","2019-09-07 15:19:00+00:00","6797.46","6144.82","2022-12-30 00:00:00.738262+00:00"
"622","622","7","26","PF","2018-01-24 14:45:00+00:00","2143.14","1912.43","2022-12-30 00:00:00+00:00"
"628","628","7","26","PF","2020-07-08 10:33:00+00:00","85151.42","84354.36","2022-12-30 00:00:00.579349+00:00"
"636","636","7","26","PF","2016-12-26 15:16:00+00:00","7746.56","7061.73","2020-04-17 16:03:00+00:00"
"637","637","7","26","PF","2017-03-05 16:46:00+00:00","3806.22","3668.45","2021-07-18 20:15:52+00:00"
"646","646","7","26","PF","2018-08-15 15:30:00+00:00","45815.84","44858.96","2022-12-29 23:59:51+00:00"
"649","649","7","26","PF","2016-04-11 13:35:00+00:00","21961.58","22871.31","2021-11-14 03:58:03+00:00"
"650","650","7","26","PF","2022-07-12 13:16:00+00:00","7.04","684.28","2022-12-30 00:00:00.047577+00:00"
"674","674","7","26","PF","2021-02-10 13:27:00+00:00","235.97","179.31","2022-12-29 23:59:59.238639+00:00"
"680","680","7","26","PF","2016-08-07 12:18:00+00:00","55.69","39.95","2022-10-19 17:49:07+00:00"
"681","681","7","26","PF","2018-07-23 13:19:00+00:00","160415.01","90516.74","2022-12-30 00:00:00.936138+00:00"
"690","690","7","26","PF","2022-02-27 14:01:00+00:00","27760.7","28603.2","2022-12-29 23:59:59.652586+00:00"
"691","691","7","26","PF","2020-07-15 16:46:00+00:00","107912.57","101404.81","2022-05-08 08:59:54+00:00"
"716","716","7","26","PF","2019-05-02 16:21:00+00:00","427.16","228.04","2022-12-29 23:59:39+00:00"
"728","728","7","26","PF","2020-11-23 12:34:00+00:00","19557.77","20119.83","2022-12-29 23:59:59.205189+00:00"
"737","737","7","26","PF","2021-01-28 14:26:00+00:00","901.6","2456.42","2022-12-29 23:59:59.840133+00:00"
"761","761","7","26","PF","2016-06-07 15:04:00+00:00","9.27","1232.1","2022-12-30 00:00:00.119507+00:00"
"771","771","7","26","PF","2020-01-16 12:55:00+00:00","92428.74","97788.51","2022-12-29 23:59:59.687011+00:00"
"782","782","7","26","PF","2019-01-10 11:19:00+00:00","35279.74","32124.63","2022-02-19 07:16:19+00:00"
"783","783","7","26","PF","2015-09-21 11:35:00+00:00","41501.58","37538.71","2019-01-07 19:33:10+00:00"
"794","794","7","26","PF","2019-11-14 11:15:00+00:00","996.41","938.79","2022-12-29 23:56:29+00:00"
"807","807","7","26","PF","2022-07-28 16:18:00+00:00","50704.86","51891.35","2022-12-30 00:00:00.592089+00:00"
"836","836","7","26","PF","2022-08-23 11:20:00+00:00","419.59","370.66","2022-12-30 00:00:00.462972+00:00"
"849","849","7","26","PF","2021-06-05 11:43:00+00:00","5047.48","5126.29","2022-12-30 00:00:00.659239+00:00"
"864","864","7","26","PF","2017-04-28 15:30:00+00:00","12665.79","13352.69","2022-01-05 17:26:55+00:00"
"902","902","7","26","PF","2018-03-17 15:41:00+00:00","1374.98","1311.14","2022-12-29 23:33:50+00:00"
"912","912","7","26","PF","2020-07-16 12:22:00+00:00","23870.49","24429.25","2022-12-29 23:59:59.389408+00:00"
"941","941","7","26","PF","2022-05-22 12:02:00+00:00","272.64","47.3","2022-12-30 00:00:00.400207+00:00"
"946","946","7","26","PF","2016-03-05 10:07:00+00:00","379.39","239.8","2022-12-26 20:25:06+00:00"
"968","968","7","26","PF","2018-02-01 16:14:00+00:00","170.82","96.02","2022-12-30 00:00:00.714991+00:00"
"971","971","7","26","PF","2021-02-12 12:24:00+00:00","18364.65","16534.76","2022-12-30 00:00:00.373015+00:00"
"979","979","7","26","PF","2018-03-09 16:27:00+00:00","33568.81","30770.18","2022-10-19 19:23:43+00:00"
"981","981","7","26","PF","2021-09-13 14:38:00+00:00","824.66","328.66","2022-12-29 23:59:59.232516+00:00"
"982","982","7","26","PF","2019-11-25 11:04:00+00:00","92.57","29.6","2022-12-29 23:59:59.062577+00:00"
"984","984","7","26","PF","2016-12-15 12:04:00+00:00","9173.72","8208.76","2022-12-29 23:59:59.205493+00:00"
"991","991","7","26","PF","2019-02-14 13:36:00+00:00","14.08","3.53","2022-12-29 23:57:35+00:00"
"995","995","7","26","PF","2021-02-06 13:22:00+00:00","872.16","801.72","2022-12-30 00:00:00.165332+00:00"
"996","996","7","26","PF","2017-02-20 14:29:00+00:00","37556.42","34524.93","2022-12-29 23:59:59.192225+00:00"
"997","997","7","26","PF","2020-11-20 13:29:00+00:00","88.69","84.08","2022-12-29 23:59:59.374137+00:00"
"8","8","7","48","PF","2021-08-13 11:07:00+00:00","1238.66","1054.95","2022-12-30 00:00:00.045457+00:00"
"18","18","7","48","PF","2021-07-18 15:07:00+00:00","226548.63","217787.98","2022-12-30 00:00:00.494383+00:00"
"54","54","7","48","PF","2017-09-08 12:55:00+00:00","30239.92","30255.81","2022-12-29 23:59:59.047320+00:00"
"77","77","7","48","PF","2019-02-01 13:17:00+00:00","415.61","349.81","2022-12-29 18:22:35+00:00"
"87","87","7","48","PF","2020-07-08 14:09:00+00:00","35777.78","34063.46","2022-12-30 00:00:00.140185+00:00"
"97","97","7","48","PF","2021-09-28 14:36:00+00:00","46143.09","46508.29","2022-12-30 00:00:00.234617+00:00"
"105","105","7","48","PF","2018-11-27 15:02:00+00:00","34360.53","32440.67","2022-12-30 00:00:00.472328+00:00"
"124","124","7","48","PF","2021-03-27 14:20:00+00:00","2933.24","2862.07","2022-12-30 00:00:00.089132+00:00"
"130","130","7","48","PF","2019-11-15 10:31:00+00:00","487.23","729.13","2022-12-29 23:59:59.154984+00:00"
"139","139","7","48","PF","2016-09-23 14:05:00+00:00","437.81","401.65","2022-10-31 06:36:34+00:00"
"143","143","7","48","PF","2020-04-19 13:29:00+00:00","2958.6","2772.6","2022-12-30 00:00:00.175100+00:00"
"149","149","7","48","PF","2020-06-25 12:32:00+00:00","21312.0","19341.19","2022-12-29 23:59:59.329560+00:00"
"178","178","7","48","PF","2020-07-17 16:24:00+00:00","24518.92","23767.6","2022-12-29 23:59:59.861661+00:00"
"197","197","7","48","PF","2020-09-26 12:01:00+00:00","198787.4","181219.01","2022-12-29 23:59:59.717134+00:00"
"202","202","7","48","PF","2016-04-22 11:19:00+00:00","19693.78","17714.93","2022-12-29 23:59:59.959341+00:00"
"216","216","7","48","PF","2019-12-06 11:03:00+00:00","75578.5","74679.17","2022-12-30 00:00:00.805063+00:00"
"226","226","7","48","PF","2017-01-14 11:27:00+00:00","30179.97","27655.51","2022-12-29 23:59:59.118784+00:00"
"228","228","7","48","PF","2022-03-04 13:41:00+00:00","78851.94","82933.8","2022-12-29 23:59:59.822210+00:00"
"271","271","7","48","PF","2020-12-02 12:41:00+00:00","72928.57","71467.54","2022-12-29 23:59:59.892527+00:00"
"297","297","7","48","PF","2018-08-11 13:45:00+00:00","925.88","879.13","2020-03-20 05:25:01+00:00"
"307","307","7","48","PF","2017-02-10 16:42:00+00:00","95.07","72.72","2022-12-29 23:59:50+00:00"
"319","319","7","48","PF","2021-08-18 15:41:00+00:00","62237.18","64114.92","2022-12-29 23:59:59.733003+00:00"
"341","341","7","48","PF","2016-04-12 12:25:00+00:00","9032.98","7596.0","2022-12-29 08:28:05+00:00"
"352","352","7","48","PF","2022-06-05 14:12:00+00:00","25597.94","24148.99","2022-12-29 23:59:59.631499+00:00"
"380","380","7","48","PF","2015-10-25 15:27:00+00:00","28308.88","29778.26","2022-12-29 22:26:11+00:00"
"389","389","7","48","PF","2021-12-13 13:02:00+00:00","101.15","98.44","2022-12-29 23:59:59.261739+00:00"
"398","398","7","48","PF","2022-02-16 14:30:00+00:00","87.64","71.32","2022-12-30 00:00:00.412707+00:00"
"418","418","7","48","PF","2016-05-12 12:48:00+00:00","26645.94","27003.54","2021-03-23 08:48:36+00:00"
"422","422","7","48","PF","2022-11-27 13:46:00+00:00","188.43","101.76","2022-12-29 23:59:59.967295+00:00"
"438","438","7","48","PF","2017-06-10 14:28:00+00:00","11894.96","10485.76","2022-11-27 10:34:00+00:00"
"459","459","7","48","PF","2019-11-05 10:33:00+00:00","124.79","74.03","2022-09-12 07:13:55+00:00"
"479","479","7","48","PF","2022-09-27 11:03:00+00:00","328.57","290.31","2022-12-30 00:00:00.247874+00:00"
"487","487","7","48","PF","2019-07-08 15:16:00+00:00","32798.23","30920.12","2022-12-29 23:59:59.421768+00:00"
"490","490","7","48","PF","2021-06-07 10:30:00+00:00","3991.06","3463.56","2022-12-29 23:59:59.395256+00:00"
"500","500","7","48","PF","2016-11-20 13:28:00+00:00","11679.79","10787.5","2018-03-17 00:50:02+00:00"
"537","537","7","48","PF","2020-02-02 16:09:00+00:00","6522.84","6180.0","2022-12-29 23:59:19+00:00"
"543","543","7","48","PF","2017-07-05 15:58:00+00:00","4106.56","3765.36","2022-12-29 23:59:59.928113+00:00"
"549","549","7","48","PF","2019-06-22 15:37:00+00:00","1106.77","609.15","2021-06-22 14:14:44+00:00"
"554","554","7","48","PF","2022-06-02 15:03:00+00:00","20.31","187.92","2022-12-29 23:59:59.858781+00:00"
"577","577","7","48","PF","2016-03-15 16:07:00+00:00","17829.87","16712.74","2020-01-24 06:19:25+00:00"
"606","606","7","48","PF","2021-06-18 14:14:00+00:00","1239.81","1161.93","2022-12-29 23:59:59.616660+00:00"
"625","625","7","48","PF","2021-01-09 11:36:00+00:00","10787.12","9793.87","2022-12-30 00:00:00.894665+00:00"
"647","647","7","48","PF","2018-12-19 13:08:00+00:00","143.43","118.65","2021-11-07 20:51:03+00:00"
"685","685","7","48","PF","2021-02-27 15:29:00+00:00","56057.11","53350.32","2022-12-29 23:55:37+00:00"
"687","687","7","48","PF","2021-12-14 10:04:00+00:00","44954.05","42763.73","2022-12-29 23:59:59.761148+00:00"
"698","698","7","48","PF","2018-08-14 15:16:00+00:00","52949.88","49952.45","2022-12-29 23:59:59.584934+00:00"
"710","710","7","48","PF","2019-06-26 12:44:00+00:00","3706.83","3069.41","2022-09-27 22:56:46+00:00"
"732","732","7","48","PF","2018-07-26 14:07:00+00:00","26142.37","26741.5","2022-12-29 22:57:44+00:00"
"755","755","7","48","PF","2019-05-27 13:47:00+00:00","48347.01","45095.63","2022-12-29 23:59:59.120822+00:00"
"756","756","7","48","PF","2021-01-16 12:06:00+00:00","11326.05","11697.77","2022-12-30 00:00:00.894387+00:00"
"769","769","7","48","PF","2017-01-07 14:53:00+00:00","3666.87","3430.07","2022-08-29 02:51:43+00:00"
"787","787","7","48","PF","2017-10-10 12:04:00+00:00","109334.01","103374.03","2022-12-29 23:59:59.897455+00:00"
"796","796","7","48","PF","2019-11-08 15:59:00+00:00","5281.92","5077.32","2022-11-30 08:27:05+00:00"
"802","802","7","48","PF","2015-11-05 11:08:00+00:00","32374.37","29643.65","2019-03-14 13:46:53+00:00"
"824","824","7","48","PF","2016-01-07 12:26:00+00:00","18454.71","19004.63","2017-05-11 03:33:48+00:00"
"839","839","7","48","PF","2017-01-02 12:37:00+00:00","14016.34","14495.29","2019-10-04 10:15:58+00:00"
"855","855","7","48","PF","2017-02-25 13:28:00+00:00","48777.11","44463.94","2022-12-29 23:59:59.128070+00:00"
"880","880","7","48","PF","2017-06-06 14:49:00+00:00","20335.09","18485.37","2022-12-30 00:00:00.847649+00:00"
"883","883","7","48","PF","2015-09-05 16:18:00+00:00","29382.13","28322.77","2017-05-01 11:52:54+00:00"
"937","937","7","48","PF","2022-06-16 11:01:00+00:00","1659.43","1094.97","2022-12-29 23:59:59.334982+00:00"
"967","967","7","48","PF","2016-02-21 14:33:00+00:00","62645.78","61092.73","2021-05-01 18:32:58+00:00"
"37","37","7","64","PF","2022-07-03 16:07:00+00:00","352.04","328.26","2022-12-30 00:00:00.548502+00:00"
"47","47","7","64","PF","2021-12-07 11:46:00+00:00","37349.64","35527.59","2022-12-29 23:59:59.136530+00:00"
"82","82","7","64","PF","2019-07-03 13:17:00+00:00","2813.93","2530.1","2021-01-31 15:14:12+00:00"
"89","89","7","64","PF","2021-08-26 13:23:00+00:00","69758.36","71055.33","2022-12-29 23:59:59.589585+00:00"
"103","103","7","64","PF","2018-05-25 13:51:00+00:00","38172.35","49975.53","2022-12-25 01:32:24+00:00"
"126","126","7","64","PF","2017-07-25 12:04:00+00:00","57292.05","52158.79","2022-05-19 21:41:47+00:00"
"142","142","7","64","PF","2021-10-04 15:56:00+00:00","229.99","370.3","2022-12-29 23:55:11+00:00"
"165","165","7","64","PF","2020-01-23 12:15:00+00:00","9170.93","8355.74","2022-12-30 00:00:00.817421+00:00"
"167","167","7","64","PF","2021-08-21 14:10:00+00:00","132218.81","121260.38","2022-12-29 23:59:59.968117+00:00"
"213","213","7","64","PF","2019-08-18 11:33:00+00:00","60366.02","55301.67","2022-12-30 00:00:00.303420+00:00"
"225","225","7","64","PF","2020-08-18 14:58:00+00:00","419923.18","411617.06","2022-12-30 00:00:00.269647+00:00"
"240","240","7","64","PF","2021-03-16 14:29:00+00:00","6642.56","6437.99","2022-12-29 23:59:59.519020+00:00"
"261","261","7","64","PF","2015-09-20 12:35:00+00:00","40119.08","38945.43","2022-12-29 23:44:39+00:00"
"263","263","7","64","PF","2017-12-27 13:22:00+00:00","14228.49","14502.43","2022-12-30 00:00:00.617224+00:00"
"267","267","7","64","PF","2022-09-12 11:33:00+00:00","15860.2","15184.19","2022-12-30 00:00:00.444154+00:00"
"289","289","7","64","PF","2022-12-11 14:34:00+00:00","392.81","392.94","2022-12-29 23:59:59.132011+00:00"
"292","292","7","64","PF","2015-10-10 12:03:00+00:00","134384.26","141742.22","2022-12-25 23:15:34+00:00"
"294","294","7","64","PF","2021-05-13 11:44:00+00:00","52858.19","53347.53","2022-12-30 00:00:00.992566+00:00"
"302","302","7","64","PF","2017-01-10 13:05:00+00:00","47083.9","43163.7","2021-11-16 14:44:15+00:00"
"303","303","7","64","PF","2017-04-11 13:13:00+00:00","59.48","31.21","2021-04-10 22:33:27+00:00"
"315","315","7","64","PF","2022-12-19 14:37:00+00:00","15067.78","14528.58","2022-12-29 23:59:59.317419+00:00"
"329","329","7","64","PF","2019-06-25 15:18:00+00:00","22775.06","18148.49","2022-12-30 00:00:00.842730+00:00"
"379","379","7","64","PF","2021-02-21 13:18:00+00:00","1110.26","873.6","2022-12-29 23:59:59.357548+00:00"
"412","412","7","64","PF","2020-12-01 14:13:00+00:00","299.25","233.56","2022-12-30 00:00:00.335954+00:00"
"423","423","7","64","PF","2017-11-26 16:12:00+00:00","7737.6","7639.31","2022-11-13 00:07:27+00:00"
"441","441","7","64","PF","2019-06-05 16:33:00+00:00","23947.12","24571.72","2022-12-30 00:00:00.018795+00:00"
"454","454","7","64","PF","2022-09-12 13:27:00+00:00","1612.04","1266.84","2022-12-29 23:59:59.804937+00:00"
"461","461","7","64","PF","2021-03-12 15:04:00+00:00","472.88","285.26","2022-12-29 23:59:59.315902+00:00"
"482","482","7","64","PF","2019-08-23 11:22:00+00:00","67872.97","67382.17","2022-12-26 18:18:07+00:00"
"538","538","7","64","PF","2022-11-25 11:24:00+00:00","2676.3","2429.12","2022-12-30 00:00:00.311419+00:00"
"542","542","7","64","PF","2022-06-02 11:54:00+00:00","275.73","249.04","2022-12-30 00:00:00.246974+00:00"
